================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=freshly, v=1, w=0.0558949498241107, v*w=0.0558949498241107
f=picked, v=1, w=0.038160118957655705, v*w=0.038160118957655705
f=break, v=1, w=0.015130801037308307, v*w=0.015130801037308307
f=sittingoutside, v=1, w=0.0063899542303924506, v*w=0.0063899542303924506
f=tofruit, v=1, w=0, v*w=0
f=breaknext, v=2, w=0, v*w=0
f=hisfreshly, v=2, w=0, v*w=0
f=freshlypicked, v=2, w=0, v*w=0
f=pickedfruit, v=2, w=0, v*w=0
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=manis, v=1, w=-0.01901372009237614, v*w=-0.01901372009237614
f=outsidenext, v=1, w=-0.042688934655769444, v*w=-0.042688934655769444
f=outside, v=1, w=-0.06103809240072443, v*w=-0.06103809240072443
f=is, v=1, w=-0.08022818723333007, v*w=-0.08022818723333007
f=fruit., v=3, w=-0.050881030503266034, v*w=-0.1526430915097981
f=next, v=2, w=-0.08205302034626026, v*w=-0.16410604069252052
f=mantakes, v=2, w=-0.10105588040242655, v*w=-0.2021117608048531
f=man, v=2, w=-0.12614135358548834, v*w=-0.25228270717097667
f=his, v=1, w=-0.3167251037002287, v*w=-0.3167251037002287
f=tohis, v=2, w=-0.18425282776298674, v*w=-0.3685056555259735
f=takesa, v=2, w=-0.20050572938552622, v*w=-0.40101145877105243
f=fruit, v=2, w=-0.20130150849109807, v*w=-0.40260301698219614
f=to, v=2, w=-0.36246978574793587, v*w=-0.7249395714958717
================================================================================
P: A person on a brown horse in a prairie in front of tall mountains .
H: The horseback rider is traveling from one ranch to another
label=0, predicted=0, correct
f=personon, v=1, w=0.6297315327121631, v*w=0.6297315327121631
f=Aperson, v=1, w=0.44708812600032793, v*w=0.44708812600032793
f=horse, v=1, w=0.1910570946755341, v*w=0.1910570946755341
f=horseback, v=1, w=0.1673928395254661, v*w=0.1673928395254661
f=infront, v=1, w=0.1351727252661133, v*w=0.1351727252661133
f=frontof, v=1, w=0.12182671192286125, v*w=0.12182671192286125
f=., v=1, w=0.10187314115631267, v*w=0.10187314115631267
f=mountains., v=1, w=0.09432983815849647, v*w=0.09432983815849647
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=on, v=1, w=0.03874305830186252, v*w=0.03874305830186252
f=oftall, v=1, w=0.019319778297748294, v*w=0.019319778297748294
f=another, v=1, w=0.014262478022595323, v*w=0.014262478022595323
f=prairie, v=1, w=0, v*w=0
f=aprairie, v=1, w=0, v*w=0
f=prairiein, v=1, w=0, v*w=0
f=tallmountains, v=1, w=0, v*w=0
f=Thehorseback, v=2, w=0, v*w=0
f=horsebackrider, v=2, w=0, v*w=0
f=istraveling, v=2, w=0, v*w=0
f=travelingfrom, v=2, w=0, v*w=0
f=oneranch, v=2, w=0, v*w=0
f=ranchto, v=2, w=0, v*w=0
f=rider, v=1, w=-0.009523067835907395, v*w=-0.009523067835907395
f=ona, v=1, w=-0.01745058575214073, v*w=-0.01745058575214073
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=one, v=1, w=-0.027262179135168617, v*w=-0.027262179135168617
f=ina, v=1, w=-0.02836247441381286, v*w=-0.02836247441381286
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=person, v=1, w=-0.03977039741342671, v*w=-0.03977039741342671
f=horsein, v=1, w=-0.04488464139338412, v*w=-0.04488464139338412
f=ranch, v=1, w=-0.045776693785708, v*w=-0.045776693785708
f=from, v=1, w=-0.07834575869028018, v*w=-0.07834575869028018
f=is, v=1, w=-0.08022818723333007, v*w=-0.08022818723333007
f=brown, v=1, w=-0.09621089970021073, v*w=-0.09621089970021073
f=brownhorse, v=1, w=-0.10413663358593422, v*w=-0.10413663358593422
f=mountains, v=1, w=-0.104394592172459, v*w=-0.104394592172459
f=in, v=2, w=-0.06074218361209953, v*w=-0.12148436722419906
f=traveling, v=1, w=-0.13028228786018256, v*w=-0.13028228786018256
f=fromone, v=2, w=-0.06797223212841257, v*w=-0.13594446425682513
f=front, v=1, w=-0.15314372579521288, v*w=-0.15314372579521288
f=abrown, v=1, w=-0.2036063691425521, v*w=-0.2036063691425521
f=rideris, v=2, w=-0.1501607454548083, v*w=-0.3003214909096166
f=The, v=1, w=-0.3481867942037424, v*w=-0.3481867942037424
f=to, v=1, w=-0.36246978574793587, v*w=-0.36246978574793587
f=toanother, v=2, w=-0.23041996492952907, v*w=-0.46083992985905814
f=tall, v=1, w=-0.4823894244723328, v*w=-0.4823894244723328
================================================================================
P: A brown dog leaps into water from a rock .
H: A dog is outside .
label=1, predicted=1, correct
f=isoutside, v=2, w=0.6656112227053737, v*w=1.3312224454107473
f=outside., v=2, w=0.49258921369273617, v*w=0.9851784273854723
f=Adog, v=2, w=0.25956983412761175, v*w=0.5191396682552235
f=browndog, v=1, w=0.2283544590265138, v*w=0.2283544590265138
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=rock., v=1, w=0.13315433151757622, v*w=0.13315433151757622
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=intowater, v=1, w=0.09315928261527928, v*w=0.09315928261527928
f=dog, v=2, w=0.03749181383723189, v*w=0.07498362767446377
f=leaps, v=1, w=0.05157178721030284, v*w=0.05157178721030284
f=dogleaps, v=1, w=0.03266032330999417, v*w=0.03266032330999417
f=waterfrom, v=1, w=-0.0037307725704198297, v*w=-0.0037307725704198297
f=leapsinto, v=1, w=-0.004335544315070885, v*w=-0.004335544315070885
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=into, v=1, w=-0.039613789694069756, v*w=-0.039613789694069756
f=outside, v=1, w=-0.06103809240072443, v*w=-0.06103809240072443
f=rock, v=1, w=-0.06311697514826484, v*w=-0.06311697514826484
f=from, v=1, w=-0.07834575869028018, v*w=-0.07834575869028018
f=is, v=1, w=-0.08022818723333007, v*w=-0.08022818723333007
f=brown, v=1, w=-0.09621089970021073, v*w=-0.09621089970021073
f=arock, v=1, w=-0.09975207868942093, v*w=-0.09975207868942093
f=froma, v=1, w=-0.10579142208868832, v*w=-0.10579142208868832
f=dogis, v=2, w=-0.10157973021415885, v*w=-0.2031594604283177
f=water, v=1, w=-0.212601125088848, v*w=-0.212601125088848
f=Abrown, v=1, w=-0.31385807346433947, v*w=-0.31385807346433947
================================================================================
P: A man wearing an apron is smiling at a plate of food .
H: The man is happy by the sight of the food before him .
label=1, predicted=0, wrong
f=bythe, v=2, w=0.33011863286514337, v*w=0.6602372657302867
f=Aman, v=1, w=0.3015943159097625, v*w=0.3015943159097625
f=Theman, v=2, w=0.10817957153372863, v*w=0.21635914306745727
f=at, v=1, w=0.20611288115700632, v*w=0.20611288115700632
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=offood, v=1, w=0.18144008435449868, v*w=0.18144008435449868
f=food., v=1, w=0.17387682398951956, v*w=0.17387682398951956
f=smiling, v=1, w=0.11985934656674055, v*w=0.11985934656674055
f=apron, v=1, w=0.09066438781654232, v*w=0.09066438781654232
f=thesight, v=2, w=0.03484629099008416, v*w=0.06969258198016832
f=sightof, v=2, w=0.03484629099008416, v*w=0.06969258198016832
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=him, v=1, w=0.04640792500613434, v*w=0.04640792500613434
f=by, v=1, w=0.029866490632082722, v*w=0.029866490632082722
f=sight, v=1, w=0.026246277857698477, v*w=0.026246277857698477
f=aplate, v=1, w=0.004786525038753994, v*w=0.004786525038753994
f=plateof, v=1, w=0.0018094885917758151, v*w=0.0018094885917758151
f=happyby, v=2, w=0, v*w=0
f=foodbefore, v=2, w=0, v*w=0
f=beforehim, v=2, w=0, v*w=0
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=smilingat, v=1, w=-0.014141463499573315, v*w=-0.014141463499573315
f=an, v=1, w=-0.02926836810441059, v*w=-0.02926836810441059
f=plate, v=1, w=-0.030362156956990606, v*w=-0.030362156956990606
f=him., v=2, w=-0.01869529438730653, v*w=-0.03739058877461306
f=manis, v=2, w=-0.01901372009237614, v*w=-0.03802744018475228
f=manwearing, v=1, w=-0.05407759483344564, v*w=-0.05407759483344564
f=anapron, v=1, w=-0.059926948236362076, v*w=-0.059926948236362076
f=happy, v=1, w=-0.06791548754141204, v*w=-0.06791548754141204
f=of, v=2, w=-0.03501471429522005, v*w=-0.0700294285904401
f=ofthe, v=2, w=-0.04849898027757773, v*w=-0.09699796055515546
f=wearing, v=1, w=-0.09904468457939075, v*w=-0.09904468457939075
f=before, v=1, w=-0.09991513577270993, v*w=-0.09991513577270993
f=wearingan, v=1, w=-0.11176558653989004, v*w=-0.11176558653989004
f=apronis, v=1, w=-0.1200580010807784, v*w=-0.1200580010807784
f=is, v=2, w=-0.08022818723333007, v*w=-0.16045637446666014
f=food, v=2, w=-0.08695640561944648, v*w=-0.17391281123889296
f=the, v=2, w=-0.09770075227601209, v*w=-0.19540150455202418
f=issmiling, v=1, w=-0.19559073523134698, v*w=-0.19559073523134698
f=man, v=2, w=-0.12614135358548834, v*w=-0.25228270717097667
f=ata, v=1, w=-0.28606424431022354, v*w=-0.28606424431022354
f=The, v=1, w=-0.3481867942037424, v*w=-0.3481867942037424
f=thefood, v=2, w=-0.175374907822493, v*w=-0.350749815644986
f=ishappy, v=2, w=-0.20762701830014843, v*w=-0.41525403660029686
================================================================================
P: These three men dressed in blue , yellow and white , are playing a sport .
H: The men are playing football .
label=0, predicted=1, wrong
f=areplaying, v=3, w=0.22205086152009482, v*w=0.6661525845602845
f=football., v=2, w=0.30979852400305047, v*w=0.6195970480061009
f=dressedin, v=1, w=0.42049985974046844, v*w=0.42049985974046844
f=sport., v=1, w=0.2744103182953575, v*w=0.2744103182953575
f=football, v=1, w=0.26000132213990806, v*w=0.26000132213990806
f=asport, v=1, w=0.24205655973329882, v*w=0.24205655973329882
f=yellowand, v=1, w=0.21739854869081243, v*w=0.21739854869081243
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=threemen, v=1, w=0.19951976794126466, v*w=0.19951976794126466
f=mendressed, v=1, w=0.19655592364583838, v*w=0.19655592364583838
f=playinga, v=1, w=0.17744323492030048, v*w=0.17744323492030048
f=sport, v=1, w=0.1649194478433476, v*w=0.1649194478433476
f=playingfootball, v=2, w=0.07475258201557276, v*w=0.14950516403114553
f=menare, v=2, w=0.07391985614253886, v*w=0.14783971228507772
f=,yellow, v=1, w=0.11672413320295463, v*w=0.11672413320295463
f=blue, v=1, w=0.06962300637159316, v*w=0.06962300637159316
f=yellow, v=1, w=0.06594440380112122, v*w=0.06594440380112122
f=Themen, v=2, w=0.030551558393295552, v*w=0.061103116786591104
f=andwhite, v=1, w=0.05172688165480517, v*w=0.05172688165480517
f=white, v=1, w=0.04097340906618573, v*w=0.04097340906618573
f=three, v=1, w=0.03892568245415592, v*w=0.03892568245415592
f=white,, v=1, w=0.005919505299971884, v*w=0.005919505299971884
f=blue,, v=1, w=-0.005566129104411618, v*w=-0.005566129104411618
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=Thesethree, v=1, w=-0.03495742154410832, v*w=-0.03495742154410832
f=dressed, v=1, w=-0.04261254299861448, v*w=-0.04261254299861448
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=,, v=2, w=-0.030906925089610418, v*w=-0.061813850179220836
f=men, v=2, w=-0.05285530959913151, v*w=-0.10571061919826302
f=and, v=1, w=-0.11006926248016317, v*w=-0.11006926248016317
f=playing, v=2, w=-0.07130834249945808, v*w=-0.14261668499891617
f=inblue, v=1, w=-0.199954609833977, v*w=-0.199954609833977
f=These, v=1, w=-0.2330794026179283, v*w=-0.2330794026179283
f=,are, v=1, w=-0.2666655858573269, v*w=-0.2666655858573269
f=The, v=1, w=-0.3481867942037424, v*w=-0.3481867942037424
f=are, v=2, w=-0.31831758180956937, v*w=-0.6366351636191387
================================================================================
P: Two girls are playing tug-of-war and losing as the girl in front is drug into a muddy puddle of water .
H: Some girls are competing .
label=1, predicted=0, wrong
f=water., v=1, w=0.45513123324908406, v*w=0.45513123324908406
f=girls, v=2, w=0.16882632764796815, v*w=0.3376526552959363
f=Some, v=1, w=0.24598905513630703, v*w=0.24598905513630703
f=areplaying, v=1, w=0.22205086152009482, v*w=0.22205086152009482
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=infront, v=1, w=0.1351727252661133, v*w=0.1351727252661133
f=ofwater, v=1, w=0.12309087214415347, v*w=0.12309087214415347
f=girl, v=1, w=0.117099028920347, v*w=0.117099028920347
f=tug-of-war, v=1, w=0.09460883741846886, v*w=0.09460883741846886
f=muddy, v=1, w=0.08592425405826264, v*w=0.08592425405826264
f=Somegirls, v=2, w=0.04282920415288417, v*w=0.08565840830576835
f=playingtug-of-war, v=1, w=0.07883843810211759, v*w=0.07883843810211759
f=amuddy, v=1, w=0.06634432972405918, v*w=0.06634432972405918
f=competing, v=1, w=0.05319333426380325, v*w=0.05319333426380325
f=arecompeting, v=2, w=0.021631023519910524, v*w=0.04326204703982105
f=Two, v=1, w=0.02848858642827832, v*w=0.02848858642827832
f=puddleof, v=1, w=0.02785173196632678, v*w=0.02785173196632678
f=girlin, v=1, w=0.023391918011438445, v*w=0.023391918011438445
f=as, v=1, w=0.018693130192223305, v*w=0.018693130192223305
f=losing, v=1, w=0.018445387033685697, v*w=0.018445387033685697
f=tug-of-warand, v=1, w=0, v*w=0
f=andlosing, v=1, w=0, v*w=0
f=losingas, v=1, w=0, v*w=0
f=isdrug, v=1, w=0, v*w=0
f=druginto, v=1, w=0, v*w=0
f=muddypuddle, v=1, w=0, v*w=0
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=drug, v=1, w=-0.012752072431935678, v*w=-0.012752072431935678
f=frontis, v=1, w=-0.018505718504769755, v*w=-0.018505718504769755
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=into, v=1, w=-0.039613789694069756, v*w=-0.039613789694069756
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=playing, v=1, w=-0.07130834249945808, v*w=-0.07130834249945808
f=Twogirls, v=1, w=-0.07968759305047987, v*w=-0.07968759305047987
f=is, v=1, w=-0.08022818723333007, v*w=-0.08022818723333007
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=and, v=1, w=-0.11006926248016317, v*w=-0.11006926248016317
f=intoa, v=1, w=-0.1397965287325843, v*w=-0.1397965287325843
f=front, v=1, w=-0.15314372579521288, v*w=-0.15314372579521288
f=puddle, v=1, w=-0.18963945430608378, v*w=-0.18963945430608378
f=asthe, v=1, w=-0.20375534162832196, v*w=-0.20375534162832196
f=competing., v=2, w=-0.1047365983150694, v*w=-0.2094731966301388
f=water, v=1, w=-0.212601125088848, v*w=-0.212601125088848
f=thegirl, v=1, w=-0.22952612740793238, v*w=-0.22952612740793238
f=girlsare, v=3, w=-0.11305640222149686, v*w=-0.3391692066644906
f=are, v=2, w=-0.31831758180956937, v*w=-0.6366351636191387
================================================================================
P: A man is holding a very long leash attached to a very large dog who is smelling the grass .
H: A man is walking a brown dog
label=0, predicted=1, wrong
f=Aman, v=3, w=0.3015943159097625, v*w=0.9047829477292875
f=iswalking, v=2, w=0.28472364110906684, v*w=0.5694472822181337
f=browndog, v=2, w=0.2283544590265138, v*w=0.4567089180530276
f=thegrass, v=1, w=0.34348627326661774, v*w=0.34348627326661774
f=isholding, v=1, w=0.2234085448199454, v*w=0.2234085448199454
f=issmelling, v=1, w=0.15914108300382712, v*w=0.15914108300382712
f=walkinga, v=2, w=0.07098313242938131, v*w=0.14196626485876263
f=leash, v=1, w=0.1342914178731679, v*w=0.1342914178731679
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=large, v=1, w=0.10715761740931026, v*w=0.10715761740931026
f=., v=1, w=0.10187314115631267, v*w=0.10187314115631267
f=smelling, v=1, w=0.07957054150191356, v*w=0.07957054150191356
f=dog, v=2, w=0.03749181383723189, v*w=0.07498362767446377
f=attachedto, v=1, w=0.02563446863960414, v*w=0.02563446863960414
f=leashattached, v=1, w=0.022350495927843026, v*w=0.022350495927843026
f=long, v=1, w=0.0008993169674854327, v*w=0.0008993169674854327
f=verylong, v=1, w=0, v*w=0
f=longleash, v=1, w=0, v*w=0
f=smellingthe, v=1, w=0, v*w=0
f=who, v=1, w=-0.009084428618634488, v*w=-0.009084428618634488
f=a, v=3, w=-0.011701712985154124, v*w=-0.03510513895546237
f=largedog, v=1, w=-0.039808973334196265, v*w=-0.039808973334196265
f=attached, v=1, w=-0.041865210996626066, v*w=-0.041865210996626066
f=holding, v=1, w=-0.0432483710322315, v*w=-0.0432483710322315
f=whois, v=1, w=-0.04909271045231382, v*w=-0.04909271045231382
f=grass, v=1, w=-0.053313527201067606, v*w=-0.053313527201067606
f=manis, v=3, w=-0.01901372009237614, v*w=-0.05704116027712842
f=holdinga, v=1, w=-0.05977342172895386, v*w=-0.05977342172895386
f=walking, v=1, w=-0.07454392484561341, v*w=-0.07454392484561341
f=grass., v=1, w=-0.09513551778378573, v*w=-0.09513551778378573
f=dogwho, v=1, w=-0.09557429248857843, v*w=-0.09557429248857843
f=brown, v=1, w=-0.09621089970021073, v*w=-0.09621089970021073
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=avery, v=2, w=-0.07434594152921309, v*w=-0.14869188305842618
f=toa, v=1, w=-0.15097708026039403, v*w=-0.15097708026039403
f=is, v=3, w=-0.08022818723333007, v*w=-0.2406845616999902
f=man, v=2, w=-0.12614135358548834, v*w=-0.25228270717097667
f=verylarge, v=1, w=-0.3394041784150483, v*w=-0.3394041784150483
f=to, v=1, w=-0.36246978574793587, v*w=-0.36246978574793587
f=abrown, v=2, w=-0.2036063691425521, v*w=-0.4072127382851042
f=very, v=2, w=-0.3158339077413431, v*w=-0.6316678154826862
================================================================================
P: Three men ; one pedaling while playing drums , one playing piano and one both pedaling and steering , move a type of mobile band down a street .
H: Three men are playing outside
label=1, predicted=0, wrong
f=Three, v=2, w=0.27395159945268316, v*w=0.5479031989053663
f=areplaying, v=2, w=0.22205086152009482, v*w=0.44410172304018963
f=,one, v=1, w=0.22023065905067626, v*w=0.22023065905067626
f=menare, v=2, w=0.07391985614253886, v*w=0.14783971228507772
f=down, v=1, w=0.1430680845426947, v*w=0.1430680845426947
f=band, v=1, w=0.13645493634261602, v*w=0.13645493634261602
f=move, v=1, w=0.11974929979759757, v*w=0.11974929979759757
f=;, v=1, w=0.1191412531096849, v*w=0.1191412531096849
f=playingoutside, v=2, w=0.0509426685721227, v*w=0.1018853371442454
f=., v=1, w=0.10187314115631267, v*w=0.10187314115631267
f=playingpiano, v=1, w=0.07575566438280641, v*w=0.07575566438280641
f=astreet, v=1, w=0.05979973016634686, v*w=0.05979973016634686
f=piano, v=1, w=0.05585356587363068, v*w=0.05585356587363068
f=,move, v=1, w=0.05583909136656676, v*w=0.05583909136656676
f=pedaling, v=2, w=0.027365233212220185, v*w=0.05473046642444037
f=men;, v=1, w=0.04094479362887913, v*w=0.04094479362887913
f=street., v=1, w=0.037855198002162756, v*w=0.037855198002162756
f=pianoand, v=1, w=0.028590979731784687, v*w=0.028590979731784687
f=onepedaling, v=1, w=0, v*w=0
f=pedalingwhile, v=1, w=0, v*w=0
f=oneboth, v=1, w=0, v*w=0
f=bothpedaling, v=1, w=0, v*w=0
f=pedalingand, v=1, w=0, v*w=0
f=andsteering, v=1, w=0, v*w=0
f=steering,, v=1, w=0, v*w=0
f=atype, v=1, w=0, v*w=0
f=ofmobile, v=1, w=0, v*w=0
f=mobileband, v=1, w=0, v*w=0
f=banddown, v=1, w=0, v*w=0
f=street, v=1, w=-0.01097340605250252, v*w=-0.01097340605250252
f=steering, v=1, w=-0.013536098795729179, v*w=-0.013536098795729179
f=movea, v=1, w=-0.02207185788386304, v*w=-0.02207185788386304
f=while, v=1, w=-0.023261112306160812, v*w=-0.023261112306160812
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=drums,, v=1, w=-0.04401168405274457, v*w=-0.04401168405274457
f=mobile, v=1, w=-0.0453742024125173, v*w=-0.0453742024125173
